vedetto	fako	senci	nomi_latina	lingui	kodo	pagino	ligno	imago	drapeli
palateno	en la epoki feudala	. Qua havas ofico en la palaco di suvereno.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	416	41	423	ordino-rompita
palatino		Furo per qua la mulieri kovras sua shultri.		germana,franca,italiana,hispana	DFIS	416	44	423	
paleografio		Cienco-fako di la persono qua su okupas dechifrar la surskriburi, la manuskripti antiqua o tre olda, la charti, la diplomi, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	416	47	423	
paleontologio		Historio naturala pri la animali e pri la vejetinti fosila.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	416	51	423	
paleozoologio		Parto di paleontologio di qua la studiajo esas la animali fosila.		germana,angla,franca,italiana,hispana	DEFIS	416	54	423	korektita
palestro	en la epoki antiqua	.Exerci korpala (lukto, boxo, salto, kuro, e c.)		germana,angla,franca,italiana,rusa,hispana	DEFIRS	417	2	424	korektita
paleto		Parto plata di la remilo, qua frapas la aquo ; o di roto navala, aquo-falala.		franca	F	417	5	424	korektita
palio		Stipito di planti cereala di qua onu deprenis la grani.		franca,italiana,hispana	FIS	417	8	424	korektita
paliatar	trans	Mingravigar (morbo) sen remediar lu komplete. DEFIRS.				417	11	424	sen-lingui,korektita,ordino-rompita
palimpsesto	paleogr	Manuskripto di qua la dat-unesma skriburo gratesis, skrapesis, por posibligar la skribo di nova texto (ulakaze : transverse).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	417	14	424	korektita
palinodio	en la epoki antiqua	. Poemo en qua onu retraktas to quon onu skribis en poemo antea.		germana,angla,franca,italiana,hispana	DEFIS	417	18	424	korektita
paliso		Sproso ligna, di qua onu igis pintoza un extremajo, e de qua onu facas (ordinare) palisado.		angla,franca,italiana,hispana	EFIS	417	21	424	korektita
palisado		I. Klozilo ek planki, stangi, e c. - lineo de ligno- peci triangula destinita ad obstruktar la fauco di konstrukt- uro militala - ad impedar la avanco di la enemiko ye la bordo ti fosato. ¶ II. (gardeno). Lineo de arbori di qui onu lasas kreskar la branchi de la pedo, tale ke li formacas quaza hego.		germana,angla,franca,italiana,hispana	DEFIS	417	24	424	korektita,ordino-rompita
palisandro		Ligno violea, kun nuanci flava, nigra, quan onu povas polisar adbrile, uzata por la inkrusturi, por facar mobli. - L. dalbergia nigra, jacarania mimosifolia. DEFIRS.				417	31	424	sen-lingui,korektita
paliumo		I. (en la epoki antiqua). Nomo per qua la Romani signi- fikis la mantelo di la Greki. ¶ II. (eklezio katol.) Bendo de lano blanka, ornita ye quar kruci, qua cirkondas la shul- tri e pendas, avane e dope, quan la papo +weras o quan lu sendas a la arkiepiskopi, primati, e c. kom signo pri judicio- yuro.		germana,angla,franca,italiana,hispana	DEFIS	417	35	424	
palmo		I. Brancho di palmiero, di qua la folii dispozesis quale manuo apertata. ¶ II. La interna parto di la manuo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	417	42	424	korektita
palmata	zool	Di qua la fingri interligesas per membrano.		angla,franca,italiana,hispana	EFIS	417	45	424	korektita,ordino-rompita
palmeto		Mikra palmo, ornivo skultita, sur frisi, e c.				417	48	424	sen-lingui
palmipedo	zool	Klaso de uceli di qui la pedi esas palmata (anado, ansero, e c.)		angla,franca,italiana,hispana	EFIS	417	50	424	
palpar	trans	Explorar per la manuo, quale la blindi.		angla,franca,italiana,hispana	EFIS	417	53	424	
palpebro	anat	Singla ek la du membrani movebla qui, per interkontaktar, tegas la globo okulala.		franca,italiana,hispana	FIS	418	5	425	
palpitar	netrans	(aludante parto di la homo-korpo). Anhelar konvulsatre. Pulsar konvulsatre.		germana,angla,franca,italiana,hispana	DEFIS	418	8	425	
paltoto		Vesto quan la viri +weras super frako o redingoto. DEFRS.				418	11	425	sen-lingui
palumbo		Kolombo sovaja, qua lojas en nesto sur la arbori.		franca,italiana,hispana	FIS	418	14	425	
pamfleto		Verketo violentoza en qua onu atakas ulu, ulo. DFR.				418	17	425	sen-lingui
pampro		La foliaro di vito.				418	20	425	sen-lingui
pano		Nutrivo ek maso de farino dilutita en aquo, petrisita e bakita.		franca,italiana,hispana	FIS	418	22	425	
panaceo	medicino	. Remediivo generala, unika, apta por irga morbo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	418	25	425	ordino-rompita
panariso	patol	Inflamuro flegmona ye la extremajo di la fingri.		angla,franca,italiana,hispana	EFIS	418	28	425	
pancho		La maxim kapaca ek la stomaki di la rumineri.		germana,angla,franca,italiana,hispana	DEFIS	418	31	425	korektita
panduro		Soldato exter-armeana, privata.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	418	33	425	
panear	netrans	Ne plus povar avancar, funcionar.		germana,franca,italiana	DFI	418	35	425	korektita
panegiro		Diskurso publika laude di persono.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	418	37	425	
panelo		I.(arkitekt.) Parto plu o min granda e grosa di muro.- Ensemblo de karpenturo di qua onu plenigas la vakui ye masonuro. ¶ II. Peco ek vesto, ek mantelo, ek robo, e c. DEFR.				418	39	425	sen-lingui,korektita
pangenezo	biol	Teorio per qua Darwin explikas omna feno- meni biologiala, per la karakterizivi e per la migri da partikuli materia, quin lu nomizas "jemuli".		germana,angla,franca,italiana,hispana	DEFIS	418	44	425	korektita
pangeno	biol	Segun la teorio di de Vries : mikra kor- po, ek molekulo kemiala, ma dotita ye la karakterizivo di la materio vivanta : asimiliveso, kreskiveso, su- reprodukto per su-divido.		germana,angla,franca,italiana,hispana	DEFIS	418	48	425	
pangolino	zool	Sen-dento, di qua la korpo esassqua- moza. ek Sud-Afrika ed ek India.	manis laticaudata			418	53	425	sen-lingui,korektita
panio		Peco de stofo per qua la negri mi-nuda tegas su de la talio til la genui.		franca	F	418	56	425	
paniko		Teroro subita e sen justifikivo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	2	426	ordino-rompita
paniklo		Graso qua garnisas la pelo di la porko e di kelka ani- mali altra, precipue ye la ventro.		angla,franca,italiana,hispana	EFIS	419	4	426	ordino-rompita
panikulo	bot	Sorto di infloresenco, en qua la flori di qui la pedunkli esas dividita inter-situesas ye alteso-punti inter-egala.		angla,franca,italiana,hispana	EFIS	419	7	426	
pankraco	en la epoqui antiqua	. Exerco gimnastikala (lukto e boxo).		germana,angla,franca,italiana,hispana	DEFIS	419	11	426	korektita
pankreato	anat	Glando di la abdomino, qua sekrecas suko qua esas faktoro di la digesto.		angla,franca,italiana,hispana	EFIS	419	14	426	korektita
pankreatito	patol	Inflamuro di la pankreato. EF.				419	17	426	sen-lingui,korektita,ordino-rompita
panmixio	biol	Partopreno da omna individui a la perpetuigo di la speco, kontraste kun la selekto, segun qua nur la individui avantajoza su reproduktas.		germana,angla,franca,italiana,hispana	DEFIS	419	19	426	
panoramo		Pikturo sur muro cirklatra qua igas la spektanto qua esas en la centro vidar su iluzione cirkondata da objekti quin lu kreas reala. - - anke metaf. DEFIRS.				419	23	426	sen-lingui,korektita
pansar	trans	(kirurg.) Traktar vunduro per aplikar a lu la aparati necesa.		franca	F	419	27	426	
panseo	bot	Planto di la genero "violo". L. viola tricolorD FIRS.				419	30	426	sen-lingui
pantalono		Bracho qua iras til la pedi.		angla,franca,italiana,rusa,hispana	EFIRS	419	33	426	korektita
panteismo		Sistemo filozofiala qua agnoskas nur un substanco di qua la esi diversa esas modi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	35	426	
panteisto		Persono qua agnoskas panteismo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	38	426	
pantero	zool	Karnivoro, ek la genero "kato", e di qua la felo esas makuletoza.	felix pardus	germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	40	426	
pantoflo		Pedo-vesto chambrala, di qua la peco dopa esas supresita, - lejera e komfortoza.		germana,franca,hispana	DFS	419	43	426	
pantografo		Instrumento per qua onu povas mekanisme kopiar, re- duktar, grandigar desegnuro, xilografuro, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	46	426	korektita
pantometro		Triopla linealo movebla, uzata por determinar la tri anguli di triangulo.		germana,angla,franca,italiana,hispana	DEFIS	419	49	426	
pantomimo		Teatrajo en qua la roli expresas sua sentimenti nur per gesti.- DEFIRS. papo. (religio). Chefo suprega di la eklezio katolika.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	419	52	426	korektita
papagayo	zool	Ucelo ek la klaso "klimeri", di qua la plumaro esas, che preske omni, bunte verda, reda, e c., kun beko harda e kurvatra, qua imitas facile la voco ho- mala, la krii da la animali cetera.	psittacus. DIRS			420	5	427	sen-lingui
papavero	bot	Planto narkotigiva.	papaver rhoeas	angla,franca,italiana,latina	EFIL	420	10	427	
papayo	bot	Frukto de arboro ek la regioni tropikala - qua aspektas e saporas kelke quale melono.	carica papaya. DEFIRS			420	13	427	sen-lingui,korektita
papero		Folio por skribar od imprimar, por envelopar, e c., facita ek shifoni, papera rezidui, diversa materii ve- jetantala fibroza (esparto, maizo, e c.) quin onu pastigas, extensas, sekigas.		germana,angla,franca,hispana	DEFS	420	17	427	
papilo	anat	Mikra saliajo, sub epidermo o sur la surfaco di ula mukozi, ek branchifuri nerva, vaskula, qua pro- duktas la sentiveso di la pelo.		germana,angla,franca,italiana,hispana	DEFIS	420	22	427	
papiliono	zool	Insekto qua havas quar ali, kolorizita ye squami dina quale polvo.		angla,franca,latina	EFL	420	26	427	ordino-rompita
papiro		Folieto deprenata de sorto di kano qua kreskas en Egiptia, India, e c., e quan onu preparis (en la epoki antiqua) por la skribo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	420	29	427	
paplo		I. Farino o fekulo quan onu lasas boliar en lakto, aquo, por facar de lu nutrivo destinata precipue a la infanti. ¶ II. (metaf.)Shifoni boliita e reduktita a pasto, de qua facesos papero, kartono, e c.		angla,italiana,hispana	EIS	420	33	427	korektita
papriko	bot	Varietato di pimento, tre uzata en Hungaria.	capsicum. DFL			420	38	427	sen-lingui,korektita
papulo		I. (patol.) Lezuro di la pelo, karakterizata da saliajo (rozea, reda o bruna) di la pelo. ¶ II. Protube- ranco mola e plena ye liquido aquatra, sur la epidermo di ula planti.		angla,franca,italiana,hispana	EFIS	420	41	427	korektita
par-		Prefixo qua signifikas : "komplete", kun la radiki di verbi.				420	46	427	finalo-nekutima,sen-lingui,korektita
paro		I. Duo de kozi od animali, sama-speca, destinita irar kune. ¶ II. La maskulo e la femino di animali sama-speca, un de singlu.				420	49	427	sen-lingui
para-		Prefixo qua signifikas "qua protektas kontre", "shirmilo kontre".				420	53	427	finalo-nekutima,sen-lingui,korektita,ordino-rompita
parabolo		I. (retoriko) Alegorio sub qua celesas docivo eti- kala, morala. ¶ II. (geom.) Kurvo plana di la grado du- esma, qua rezultas de la seciono di kono dsa plano paralela ye la latero.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	420	56	427	korektita
paraboloido	geom	Qua havas la formo di parabolo. DEFIS.				421	2	428	sen-lingui
paradar	netrans	(aludante armeo-trupi). Defilar lor revueso.		germana,angla,franca	DEF	421	4	428	korektita
paradigmo	gram	Tipo di deklino, di konjugo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	7	428	korektita
paradizo		I. (kristanismo) Loko delicoza, gardeno ube Deo poza- bis la viro dat-unesma. ¶ II. (metaf.)Remdsyo di la beateso cielala. -- Loko, regiono, stando, extreme agreabla.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	9	428	korektita
paradoxo		Opiniono kontrea a la opiniono komuna.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	13	428	
parafo		I. Plumo-stroko diversa-forma quan onu adjuntis a sua nomo por distingar sua signaturo. ¶ II. Signaturo kurtigura quan onu trasas en la marjino di akti por aprobar la sur- strekizuri.		germana,angla,franca,italiana	DEFI	421	15	428	
parafino	meio	. Reziduo de la distilo di la oleo minerala, substanco grasa, blanka, kristalatra, uzebla por lumifo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	20	428	ordino-rompita
parafrazar	trans	Developar texto por explikar lu.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	24	428	
paragrafo		Segmento di chapitro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	26	428	korektita
paralaxo	astron	Angulo formacita, ye la centro di astro, da du rekti qui abutas a du observanti lokizita en du punti interdiferanta.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	28	428	
paralela	geom	(aludante rekti, surfaci). Di qui la inter- disto esas egala irge-punte.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	32	428	korektita
paralelepipedo	geom	Solido qua finas per sis paralelogrami inter-egala, qui inter-opozas duope.		germana,angla,franca,italiana,hispana	DEFIS	421	35	428	
paralelogramo		(geom.) Quadrilatero di qua la lateri inter-opozata esas egala e paralela.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	38	428	korektita
paralizar	trans	I. (patol.) Produktar la nepovo, tota o parta, pri sive movar e sentar, sive movar o sentar. ¶ II. (metaf.) Impedar la funciono normala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	421	41	428	korektita
paralogismo		Rezono nekorekta.		germana,angla,franca,italiana,hispana	DEFIS	421	45	428	korektita
paramento		Speco de stofo, simpla od ornita, adjuntita a la extre- majo di la maniko di vesto, uniformo, robo.		franca,italiana,hispana	FIS	421	47	428	
parametro	matem	Konstanto ek la equaciono, ek la konstrukto di kurvo, ek surfaco, qua posibligas la determino di lua dimensioni. DEFIS.				421	50	428	sen-lingui,korektita
paranimfo	en la epoki antiqua	. Amiko di la quik-mariajonto, qua helpis lu pri la ceremoniaro di la mariajo.		germana,angla,franca,italiana,hispana	DEFIS	421	54	428	
paranukleino	kemio biol	Substanco ye qua konsistas la nukleoli di la celulo-nukleo.				422	4	429	sen-lingui,korektita
parapeto		I. Muro, ye la nivelo di la kudo, alonge la bordo di ponto, kayo, teras-tekto, por impedar la neprudenti falar aden precipiso, abismo, maro, e c. ¶ II. Masivo ek tero o masonuro qua quaze kronizas remparo, e shirmas kon- tre la pafi de la enemiko.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	422	7	429	
paraplasmo	kemio biol	Substanco vitratra, mi-fluida, qua konsistas ye globulino, ed en qua imersesas la elementi di citoplasmo.		germana,angla,franca,italiana,hispana	DEFIS	422	13	429	
parazito		I. (en la epoki antiqua). Repasto-gasto singladia di richo, qua havis kom tasko amuzar ica. ¶ II. Ta qua mes- tiere su invitigas por repastar. ¶ III. Planto od insekto qua vivas ek altra animalo od altra planto.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	422	17	429	korektita
parcelo		Ek ensemblo, mikra parto di qua la formo esas deter- minita precize.		germana,angla,franca,italiana,hispana	DEFIS	422	22	429	
pardonar	trans	I. (ulo ad ulu - o : ulu pri ulo) Remisar (kulpo.) II. (en la formulo di politeso). Indulgar.		angla,franca,italiana,hispana	EFIS	422	25	429	korektita
parear	trans	Evitar atingeso, per deviacigar (la frapo- stroko).		germana,angla,franca,italiana,hispana	DEFIS	422	28	429	
parenkimo	anat	I. Tisuo sponjatra, qua karakterizas la viceri. ¶ II. (bot.) Tisuo utrikula di la planti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	422	31	429	korektita
parento		Persono qua esas membro di la familio (di ulu) per nasko o mariajo.		angla,franca,italiana,hispana	EFIS	422	34	429	
parentezo		I. (gram.) Frazo acesora, komplementa, e, kom tala, provizita ye signo partikulara qua izolas lu interne di la frazo precipua. ¶ II. Singla de la signi : (), qui indikas parentezo.		germana,angla,franca,italiana,hispana	DEFIS	422	37	429	ordino-rompita
parfumo		I. Odoro agreabla,naturala. ¶ II. Substanco qua igas odorar tale.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	422	42	429	korektita
parhelio	astron	Fenomeno lunala qua produktesas da la reflekteso di lumo sur la kristali glacia qui suspendesas en atmosfero.		germana,angla,franca,italiana,hispana	DEFIS	422	45	429	
pariar	trans., pri, por, kontre	. Konvencionar pri pe- kunio-quanto riskenda (generale, da singla koncernato) por ta qua esabos justa pri kozo kontestata.		germana,franca,rusa	DFR	422	49	429	
		"paria".En India, persono qua apartenas a la kasto maxim in- fra e qua, kom tala, esas la objekto di desestimo.				422	53	429	sen-vedetto,sen-lingui,korektita
parieto		I. Separilo ek masonuro lejera, menuzuro, quan onu erektas en domo, apartamento, e c. ¶ II. To quo dividas kavajo aden du o plusa parti.		angla,franca,italiana,hispana	EFIS	422	56	429	korektita
parietario	bot	Planto ek la familio "urticei", qua kres- kas sur la muregi. L. parietaria. DEFIS.				423	2	430	sen-lingui,korektita,ordino-rompita
parko		Extensajo ek sulo, cirkondata da muro, greto, e c., qua dependas generale de kastelo, de domego, ed uzesas sive por konservar vildo, sive por plubeligar rezideyo, sive por esar promeneyo publika.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	423	5	430	korektita
parlamento		I. Asemblitaro ek personi qui deliberas. ¶ II. En Britania : Asemblitaro ek la baroni, prelati e deputiti di la urbi,qua helpas la rejo en lua praktiko di la povo suprega. ¶ III. Nomo di la asemblitaro, di la "chambri", qui praktikas la povo suprega en la landi konstitucala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	423	10	430	korektita
