vedetto	fako	senci	nomi_latina	simbolo_kemiala	lingui	kodo	pagino	ligno	imago	drapeli
laminar	trans.) (tekn.	Transformar (bloko metala) a lami, per igar lu pasar inter du rotaco-cilindri, qui turnas inversa-sinse ¶ Igar cilindro metala tre pezoza rular sur (voyo) til kande ica divenabos glata de la ensuligeso ed aplasteso di la stoni o stoneti qui saliis sur lu			Angla,Franca,Italiana,Hispana	EFIS	328	26	335	
lampo		Utensilo konsistanta (origine) ye tanko qua kontenas liquido kombustebla, en qua esas imersita mecho quan onu acendas por produktar lumo. – Utensilo sama-skopo, en qua lumo produktesas da filo (metala o karba) inkandecoza per elektro			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	328	32	335	
lampaso		Silko-stofo, quan onu obtenis olim de Chinia, kun granda desegnuri reliefa, maxim-multa-kaze sur fondo altrakolora			Germana,Angla,Franca,Italiana,Hispana	DEFIS	328	38	335	
lampiono		Kupeto qua kontenas materio kombustebla, kun mecho, uzata por la ilumini			Franca,Italiana	FI	328	42	335	
lampiro	zool.	Insekto di qua la femino esas sen-ala e fosforecas en nia klimato, — aloza e fosforecoza pri la du sexui, en la landi tropikala	lampyris		Angla,Franca	EF	328	45	335	
lampredo	zool.	Fisho ek la familio « ciklostomi », di qua la brankii esas sep-trua	petromyzon		Germana,Angla,Franca,Italiana,Hispana	DEFIS	328	49	335	
lano		Pili dolca e tufatra, qui kreskas sur la pelo di la mutoni, e c.			Franca,Italiana,Hispana	FIS	328	52	335	
lanco		(epoki antiqua) Armo, ek shafto finanta per ferajo quadriangula, pintoza, uzata sive quaze flecho quan onu lansas manue, sive quaze piquo per qua onu kombatas proxim la adverso ¶ (mezepoko) Armo kun shafto longa e tre pezoza, finanta per ferajo pintoza, per qua la *chevaliero, su-precipitinte a sua adverso, probas renversar lu de lua kavalo, e trapikar lu ¶ (nia-epoke) Armo kun longa shafto lejera, finanta per ferajo pintoza, ornita ye banderolo ek stofo, uzata da ula korpi di kavalrio (lancieri, dragoni)			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	329	2	336	
lancinar	netrans.) (pri doloro pikoza	Aparar bruske en parto di la korpo			Franca,Italiana,Hispana	FIS	329	12	336	
lando		Dividuro de regiono geografiala, determinita per limiti naturala o politikala			Germana,Angla	DE	329	15	336	
landau		Veturo quar-rota, kun suspenso-risorti e du tendi, forme di berlino, quan onu povas tegar o destegar segun-vole					329	18	336	sen-lingua
landgravo		Titulo di ula suverena princi (olima) di Germania					329	21	336	sen-lingua
lango	anat.	Korpo longa, karnoza, moviva, qua esas en la kavajo boko ¶ (teknol.) Nomo di diversa instrumenti langoforma			Franca,Italiana,Hispana	FIS	329	23	336	
langorar	netrans.	Esar kontinue depresita ed abatita (rispektive : psikale o korpale)			Angla,Franca,Italiana,Hispana	EFIS	329	27	336	
langusto	zool.	Krustaceo analoga a la homardo, ma sen pinci e kun longa anteni	palinurus vulgaris		Franca,Hispana	FS	329	30	336	
lanio	zool.	Pasero kun beko kona e hokatra ye sua extremajo, qua kombatas uceli plu forta kam su e flugas lansante krii akuta	lanius		Italiana,Latina	IL	329	33	336	
lanjo		Speco de stofo lana per qua onu envelopas la infanteti ankore kelka-monata			Franca	F	329	37	336	
lansar	trans.	Igar departar tre rapide, aden direciono determinita ¶ (metaf.) Igar funcionar, igar efikar			Germana,Angla,Franca,Italiana,Hispana	DEFIS	329	40	336	
lantano		(bot.) Planto exotika, ek la familio « verbenadei », kultivata precipue kom apartamento-planto ¶ (kemio) Metalo, korpo simpla qua deskompozas aquo e qua divenas kombustebla en aero	lantana	La	Germana,Angla,Franca,Italiana,Hispana	DEFIS	329	44	336	
lanterno		Sorto di buxo di qua la parieti esas garnisita ye materio plu o min diafana (korno, vitro, papero, e c.) en qua onu pozas lumo-fonto shirme de vento			Germana,Angla,Franca,Italiana,Hispana	DEFIS	329	49	336	
lanugo		Mikra plumi dina e dolca qui kreskas (en la komenco di lua vivo) che la ucelo e formacas strato sub la plumi granda ¶ Mikra pili quin havas, lor sua nasko, la maxim multa quadripedi, e qui duras garnisar la korpo sub la pili plu forta qui formacas la pilaro.3 Sorto di kotono lejera qua tegas la stipo, la squami di la burjoneti, la folio, la frukto, di ula vejetanti ¶ Barbo naskanta, pilo tre tenua			Angla,Franca,Italiana	EFI	330	2	337	
lapar	trans.) (aludante precipue la hundi	Drinkar per quaze pumpar la liquido per sua lango			Germana,Angla,Franca	DEF	330	11	337	
lapido		Stono tre kustoza, kom ex. : rubino, agato, onixo, kornalino, esmeraldo, safiro, e c.			Germana,Angla,Franca,Hispana	DEFS	330	14	337	
lapislazulo	mineral.	Stono opaka, blua, kun veini blanka, e kun punti ek piriti feroza qui cintilifas quale oro			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	330	17	337	
lardo		Graso qua garnisas la pelo di la porko e di kelka altra animali, precipue ye la ventro			Franca,Italiana,Hispana	FIS	330	21	337	
larico	bot.	Arboro konifera, de la trunko di qua dekulas rezino e di qua la folii sekrecas substanco viskozo	larix		Germana,Angla,Franca,Italiana,Hispana,Latina	DEFISL	330	24	337	
laringo	anat.	Organo esencala di voco, formacita ek plura peci intermoviva, ye la parto supra di la trakeo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	330	28	337	
laringito	patol.	Inflamuro di la laringo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	330	32	337	
laringoskopo	tekn.	Aparato per qua onu povas observar la parto interna di la laringo			Germana,Angla,Franca,Hispana	DEFS	330	34	337	
laringotomio	kirurg.	Operaco per qua onu facas aperturo en la laringo por preventar asfixio			Germana,Angla,Franca,Italiana,Hispana	DEFIS	330	37	337	
larja		Tre extensita en la sinso opozata a longeso			Franca,Italiana	FI	330	40	337	
larvo		(epoki antiqua, en Roma) Fantomo ledega, repugnanta ¶ (historio naturala) Insekto vermoforma qua reprezentas la stando unesma di la metamorfosinsekti			Germana,Angla,Franca,Italiana,Hispana	DEFIS	330	42	337	
lasar	trans.	Igar ulo laxa per cesar retenar lu ¶ Igar (ulu od ulo) ube lu esas – ne prenar lu kun su ¶ Igar ulo, gardata,- ne deprenar lu de ulu ¶ Igar tale ke ulu posedeskas ulo quon onu cesas gardar			Germana,Franca,Italiana	DFI	330	47	337	
lasho		(kirurg.) Plako de ligno, de kartono, quan onu enpozas alonge membro ruptita, por mantenar la osti en plaso fixa ¶ (tekn.) Plako de fero qua kunjuntas du reli			Germana	D	331	2	338	
laskaro	navig.	Membro Indiana di la *kruo di navo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	331	6	338	
lasta		Qua esas pos omni cetera, (1) pri tempo, (2) pri spaco, (3) pri rango en serio ¶ (*ultima) Pos qua ne plus existas ceteri, (1) pri tempo, (2) pri spaco, (3) pri rango en serio			Germana,Angla	DE	331	8	338	
lato		Peco de ligno fendita segun la longeso di la fibri, longa, dina e plata, uzata por facar parieti, plafoni, e c. e qua suportas la ardezo-plaki o la teguli di tekto			Germana,Angla,Franca,Hispana	DEFS	331	13	338	
latanio	bot.	Palmiero kun larja folii dispozita abanike, quan onu vidas en Madagaskar ed en la insuli di Indonezia	latania		Angla,Franca,Italiana	EFI	331	17	338	
latenta		Qua ne su manifestas adextere. – Kaloro latenta : kaloro quan absorbas korpo por liquideskar o vaporeskar, qua, pro ne manifestar su adextere, ne efikas a la termometro			Germana,Angla,Franca,Italiana,Hispana	DEFIS	331	21	338	
latero		(anat.) La tota parto, dextra o sinistra, di la korpo homala ¶ Facio, parto qua esas dextre o sinistre che objekto. Singla ek la facii interopozanta di objekto ¶ (geom.) Linei qui limitizas surfaco			Angla,Franca,Italiana,Hispana	EFIS	331	25	338	
latexo	bot.	Suko propra di ula planti (euforbi, figieri, papaveri, latugi, e c.) e qua cirkulas en vaskuli partikulara			Germana,Angla,Franca	DEF	331	30	338	
latiro	bot.	Planto klimera, di qua la flori esas odoroza			Germana,Angla,Franca	DEF	331	34	338	
laticifera	bot.	Qua produktas latexo			Germana,Angla,Franca	DEF	331	37	338	ordino-ruptita
latitudo		(kosmogr.) Disto de loko ad equatoro, mezurata per arko di la meridiano terala ¶ Regiono submisata a ta o ca rejimo atmosferala, segun ke lu esas plu o min for equatoro			Angla,Franca,Italiana,Rusa,Hispana	EFIRS	331	39	338	
latrino		Loko rezervita por kakar od urinifar			Germana,Angla,Franca,Italiana,Hispana	DEFIS	331	44	338	
latugo	bot.	Planto leguma, qua kontenas suko laktatra, ek la tribuo « chikorei »	lactuca		Italiana,Hispana	IS	331	46	338	
latuno		Metalo ek aloyuro de kupro e de zinko			Germana,Franca,Rusa,Hispana	DFRS	331	49	338	
laubo		Treliso-muri paralela, kun mi-cilindro trelisa kom tekto, kovrita per planti klimera tre folioza			Germana	D	331	51	338	
laudar	trans.	Igar eminenta per la aprobo di lua meriti, di lua bona qualesi			Angla,Franca,Italiana,Hispana	EFIS	331	54	338	
laudano	farmacio	(olim) Opiumo purigita, moligita en aquo e filtrita per preso ¶ Extraktajo de opiumo, preparita per vino, alkoholo, e c.			Germana,Angla,Franca,Italiana,Hispana	DEFIS	332	3	339	
lauro		(bot.) Arboro aromatoza, sempre verda, kun folii permananta, lanco-forma, qua esas la tipo di la familio « laurinei », konsakrita ad Apolono da la Antiqui, qui facis ekodu palmi, kroni por la vinkinti lor la ludi poeziala, e kredis ke olua foliaro protektas de la fulmino-stroki ¶ (metaf.) La lauri : la glorio di la vinkinti			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	332	7	339	
laureato		Qua obtenis krono ek lauro ¶ Qua obtenis premio en konkurso			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	332	15	339	
lauso	zool.	Insekto parazita sen-ala, qua su akrochas a la hari ed a la korpo di la homo, a la pili di la animali	pediculus		Germana,Angla	DE	332	18	339	
lavar	trans.	Deprenar (to quo sordidigas) per dilutar lu en aquo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	332	22	339	
lavao		Materio fuzanta qua eskapas de volkano ¶ Ta materio, koldeskinta e solideskinta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	332	25	339	
lavareto	zool.	Fisho qua vivas en aquo sen-sala, qua saporas delikate, analoga a truto					332	28	339	sen-lingua
lavendo	bot.	Planto aromatoza ek la familio « labiei »	lavendula		Germana,Angla,Franca,Italiana,Rusa	DEFIR	332	31	339	
laxa		Qua ne esas tensita			Germana,Angla,Franca,Italiana,Hispana	DEFIS	332	34	339	
lazo		Ledro-bendo garnisita ye buli quan la habitanti di la landi olim Hispana, di Amerika lansas tale ke li plekte kaptas sua enemiko o la animalo quan li chasas			Germana,Angla,Franca,Italiana,Hispana	DEFIS	332	36	339	
lazareto		Edifico izolita ube, en ula portui, onu impozas quaranteno a la personi ed a la objekti qui devenas de regioni infektita de morbo kontagiala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	332	40	339	
lazarone		Mendikanto di urbo Napoli (Italia)					332	44	339	sen-lingua
le		Pluralo di « la », kande ne existas altra indikivo pri la pluraleso en la propoziciono					332	46	339	sen-lingua
lea		Qua rezolvis servor Deo : (1) Qua konsakris su erste tarde a la vivo monakeyala (opoze ad oblata); (2) Qua exekutas la taski muskulala en la kongregaciono di qua lu esas parto			Angla,Franca	EF	332	49	339	
leciono		Exerco per qua docanto docas od igas lernar ta o ca parto di cienco, di arto			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	332	54	339	
leda		Qua aspektas desagreabla pro ne-beleso. Qua desplezas etikale o morale			Franca,Italiana	FI	333	6	340	
ledro		Pelo dika, deprenita de la karno di ula animali (bovulo, bovino, bovyuno, bufalo, e c.), senpiligita per tanago, e preparita por uzi diversa			Germana,Angla	DE	333	9	340	
lego		Ago-regulo impozata da autoritatozo supera ¶ Agoregulo impozata a la homo da lua raciono, lua koncienco ¶ (*leyo) Regulo konstanta, universala, a qua omna fenomeni di naturo esas obedienda. – Rezultajo de analizar exakte e precize la cirkonstanci qui esas elementi en la produkto di la fenomeni, ed interligar ta cirkonstanci per la relati normala di inter-sucedo e di inter-simileso. (Auguste Comte)			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	333	13	340	
legacar	trans., ad	Donacar (ad ulu) per testamento qua atribuas ad un od a plura personi parto di sua havaji o nur parto de olci			Germana,Angla,Franca,Italiana,Hispana	DEFIS	333	22	340	
legato		Delegito di la imperiestri Romana, qua havis kom tasko reprezentar ici en la provinci ¶ (eklezio katol.) Kardinalo delegita da papo por guvernar un ek la provinci di la eklezio katolika			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	333	26	340	
legendo		Serio de rakonti populala, qui havas maxim-multa-kaze fundo exakta, ma developita, transformita da la tradicioni			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	333	31	340	
legiono		(1)(epoki antiqua, en Roma) Armeo-korpo qua konsistis ye infantrio e kavalrio. (2) En Francia, lor la rejo Francisko I. (cirkum la yaro 1515) : armeo-korpo permananta ¶ (metaf.) Grupo de individui qui esforcas atingar la sama skopo ¶ (en Francia) Legiono di Honoro : meritordeno, civila e militala, institucita da Bonaparte, konsulo rang-unesma			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	333	35	340	
legitima		Konsakrita da la lego					333	43	340	sen-lingua
legumo		Parto di planto koliita por uzesar kom nutrivo : lensi, fazeoli, pizi, asparagi, e c.			Germana,Angla,Franca,Italiana,Hispana	DEFIS	333	45	340	
leguminoso	bot.	Di qua la frukto esas shelo qua kontenas maxim-multa-kaze legumo (pizo, fabo, fazeolo)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	333	48	340	
lejera		Qua pezas nur poke			Franca,Italiana,Hispana	FIS	333	51	340	
lekar	trans.	Pasigar sua lango sur (ulo)			Germana,Angla,Franca,Italiana	DEFI	333	53	340	
lektar	trans.	Dicernar, en imprimuro o skriburo, la son-uni reprezentita per literi ¶ Konoceskar la kontenajo di skriburo, di libro ¶ Konocigar, savigar, da altra personi la kontenajo di skriburo, di libro, per pronuncar koram li to quo esas skribita, imprimita ¶ (metaf.) Divinar la penso da ulu, lua sentimenti, ek lua konduto, fiziognomio, aspekto extera, e c.			Franca,Italiana,Rusa,Hispana	FIRS	333	55	340	
lektoro		Sorto di profesoro adyunta en ula universitati ¶ (liturgio katolika) Kleriko kun la duesma ek la quar ordeni minora, qua havis olim kom tasko lektar, kantar la lecioni, epistoli, e c., en la ceremonii kultala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	334	3	341	
lemo	matem.	Propoziciono preliminara quan onu establisas por preparar la demonstro di altra propoziciono			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	334	9	341	
lemniskato	geom.	Kurvo ek la grado quaresma, qua havas la formo di la cifro « 8 », e qua esas la ligilo di omna punti tale ke la produto di lia disti a du punti fixa esas konstanta			Germana,Angla,Franca,Italiana	DEFI	334	12	341	
lemuriano	zool.	Familio de simii, di qui la tipo esas la makio			Germana,Angla,Franca,Italiana,Hispana	DEFIS	334	17	341	
lengo	zool.	Speco di gado, di qua la korpo esas oblonga	gadus molva				334	20	341	sen-lingua
lenio		Peco di kalorizo-ligno, segita o tranchita tale ke onu povas pozar lu aden kameno, aden furnelo			Italiana,Hispana	IS	334	23	341	
lenso		(bot.) Grano di leguminoso quan onu manjas kom legumo pos lua sikigeso ¶ (fiziko) Vitro-bloko, taliita lenso-forme, finanta sive per du surfaci sferala, sive per surfaco plana, qua produktas deviaco regulala di la lumo-radii			Angla,Franca	EF	334	26	341	
lenta		Qua ne iras rapide ¶ Qua trodurigas to quon lu esas aganta o facanta			Franca,Italiana,Hispana	FIS	334	32	341	
lentigino	che ula personi	Altereso naturala, granoforma, di la koloro di lia pelo			Angla,Franca,Italiana,Hispana	EFIS	334	35	341	
lentisko	bot.	Arboreto qua kreskas en la Franca provinco Provence ed en Italia, e di qua un speco donas la suko rezinoza de qua onu facas liquoro e mastico	Pistacia lentiscus		Angla,Franca,Italiana,Hispana	EFIS	334	38	341	
leono		(zool.) Mamifero karnivora, ek la familio « felini », kun pilkoloro flava, kun la shultri kovrata (che la maskulo) da dika krinaro ¶ (astrol.) Signo di zodiako, reprezentata da leono ¶ (metaf.) (1) viro brava, audacoza quale leon(in) o. (2) Personego tre segun-moda, e tre admirata, che la mondumani			Angla,Franca,Italiana,Hispana	EFIS	334	43	341	
leopardo	zool.	Animalo karnavida, ek la genero « kato », kun pelo makuletoza	felis leopardus		Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	334	50	341	
lepidoptero	zool.	Familio ek insekti kun ali squamoza, nomata vulgare « papilioni », qui subisas metamorfosi kompleta, e di qui onu nomizas la larvo « raupo », e la nimfo « krizalido »			Germana,Angla,Franca,Italiana,Hispana	DEFIS	334	53	341	
leporo	zool.	Quadripedo rodera, di qua la gambi avana esas plu kurta kam le dopa, e kun oreli longa	lepus timidus		Franca,Italiana,Hispana	FIS	335	5	342	
lepro	patol.	Morbo di qua la fonto esas tuberkloso, qua invadas, rodas e repugnante sulkizas la pelo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	335	9	342	
lernar	trans.	Aquirar la savo (di ulo) per spirito-laboro			Germana,Angla	DE	335	12	342	
lesivar	trans.	Netigar (linjo) per lasar lu dum kelka tempo imersita en aquo varma a qua onu adjuntis sodo, natroxo o potaso, e qua esas apta dissolvar, ek la linjo sordida, la kraso e la nepuraji qui esas an lu, adherante			Franca,Italiana	FI	335	15	342	
letargio	patol.	Stando maladesala quan karakterizas dormo profunda e tre duroza, dum qua la fenomeni videbla di vivo esas interruptita, e qua prizentas la aspekto di morto			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	20	342	
letro		Skriburo quan onu sendas a persono absenta, por komunikar a lu to quon onu ne povas dicar a lu voce			Angla,Franca,Italiana,Hispana	EFIS	335	25	342	
leucito	kemio	Duopla silikato di alumino e di potaso, quan onu renkontras en la tereni volkan-agita			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	28	342	
leukocito	anat.	Celulo senkolora di sango e di limfo, nukleoza, deformebla, e di qua la dimensioni esas plu granda kam olti di hematito			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	31	342	
leukomo		Makulo blanka, opaka, qua naskas ulakaze sur la korneo di la okulo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	35	342	
levar	trans.	Igar movata, de infre ad supre			Angla,Franca,Italiana,Hispana	EFIS	335	38	342	
levero		Stango rigida, moviva sur apogo-punto, e quan onu uzas por levar, por igar objekto movar			Angla,Franca,Italiana	EFI	335	40	342	
leviatano	biblo	Monstro marala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	43	342	
levito		(biblo) Izraelido (ek la tribuo di Levi) konsakrita a la oficio en la Templo ¶ (metaf.) (poezio) Sacerdoto			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	335	45	342	
